,delta ,theta ,alpha ,beta ,gamma
Q3,0.63960925908415,0.707033949852208,0.631155872370958,0.573397677080506,0.5894906348952
max,0.928691770558653,0.866010293830795,0.831477335606062,0.624816309221396,0.689040384890749
mean,0.548570705709576,0.50416660146851,0.466563055549828,0.505902423139506,0.463496892521057
Std Dev,0.145259750034921,0.205388799027053,0.206001547719585,0.0957718886384898,0.139858045318263

Right Forehead_Mathilde_Mathilde_Maghreb3
min,0.063495675551523,0,0.0662478266863531,0.0892302344079603,0.0157094802580617
Q1,0.144526358101172,0.22983231738887,0.214985405152543,0.376757803858953,0.358912021102738
Q2,0.321935846989247,0.352278418995811,0.377119132858547,0.475890055291472,0.433522996422274
Q3,0.588442265779767,0.617411789782519,0.53868583829891,0.538426265692474,0.523907373093809
max,0.880384519309354,1,0.911969730077528,0.668883937455185,0.668247478702791
mean,0.376803682317237,0.422390018625093,0.399222143464442,0.446207587328883,0.422869972712603
Std Dev,0.233997790537906,0.249342420608666,0.229234093445457,0.126497432571775,0.15426044862897

Right Ear_Mathilde_Mathilde_Maghreb3
min,0.0869862660972594,0.278982864080634,0.280221232248148,0.334769768836881,0.3513518220521
Q1,0.288637471552079,0.397413685726212,0.46894196909576,0.47797410454392,0.497470119584355
Q2,0.394758232407712,0.458348771233727,0.579445138070612,0.519075417412954,0.529421629453757
Q3,0.487875291684207,0.527859229492752,0.62728563831684,0.569258629265461,0.597116115463212
max,0.708937515241012,0.842712918049311,0.809589485755471,0.797276230283143,0.828299766609015
mean,0.403622683284475,0.473033101445457,0.558298945997119,0.537036712311216,0.543096639599606
Std Dev,0.141024767510295,0.113240354864019,0.127459802499778,0.104223675479366,0.077303046928265

Left Ear_Mathilde_Mathilde_Maghreb4
min,0.206447414769964,0.23649180658518,0.380780714361017,0.436484446570786,0.426218989555208
Q1,0.355512061230111,0.440085753131815,0.471998816459851,0.589996204159674,0.605417563480367
Q2,0.421779409155265,0.473870297525219,0.586839064645576,0.647249213859191,0.67274726103504
Q3,0.570781454834059,0.598293621078455,0.711953486116732,0.718953935546344,0.736886188855863
max,0.85722614486705,0.856163192241429,0.923531019938552,0.838230807684059,0.81074127655114
mean,0.452288980809109,0.531084172493689,0.617812843021407,0.652477147217057,0.663705596907413
Std Dev,0.145404044033627,0.156234744323227,0.168132171747956,0.0982704749764782,0.0953539370727353

Left Forehead_Mathilde_Mathilde_Maghreb4
min,0.465788757358629,0.300051425299777,0.130825821971078,0.218602912357398,0.0516133681601734
Q1,0.580880572287906,0.427231064070082,0.323203463065804,0.519071940128684,0.579946798980071
Q2,0.632622725035298,0.514296945760228,0.433115403940564,0.679801867493535,0.688199709032384
Q3,0.703672519552873,0.662816475151661,0.628093226171145,0.738988537410868,0.786601644068591
max,0.840825887552528,0.938143862578353,0.940334812777035,0.858903691674679,1
mean,0.642853778276064,0.552757797304142,0.47751924675605,0.621286246879466,0.643770942057497
Std Dev,0.0917969417622564,0.169310127543363,0.207744218439432,0.154347431707843,0.227742655390892

Right Forehead_Mathilde_Mathilde_Maghreb4
min,0.0593536400143924,0.0996469753759847,0,0.0916566830595634,0
Q1,0.167906822735983,0.193626406406621,0.232371452476153,0.51693568949165,0.573915165749729
Q2,0.268292606378638,0.313356503329067,0.391978316131417,0.629370172557541,0.64521713988087
Q3,0.537548653968461,0.533489779153929,0.591736550783637,0.690986710690011,0.722883964782963
max,0.807715203769087,0.878504112973482,0.878706908512924,0.809914138378879,0.842607195724684
mean,0.360955201530982,0.389661815325227,0.420836030710279,0.584450828964394,0.589717327832458
Std Dev,0.229567376805431,0.232825339283923,0.231582315427061,0.156313991204945,0.207965331600552

Right Ear_Mathilde_Mathilde_Maghreb4
min,0.0913338650518837,0.250082455896434,0.347011161203523,0.456562151784067,0.369436156519162
Q1,0.292944954879854,0.457303455157182,0.530974128305572,0.563871097555717,0.544110292788201
Q2,0.378926714159568,0.534065944941071,0.606875014094392,0.620445015009575,0.624512109523992
Q3,0.497034172399785,0.619589867706059,0.732771153613936,0.644911212093623,0.667080136651713
max,0.771411441425006,0.828937072294428,1,0.7776759535481,0.800298026771629
mean,0.403838557987233,0.529191519115633,0.631176063687361,0.607330450125427,0.606105314265338
Std Dev,0.145782632802568,0.127195786724309,0.165517382301177,0.0662058775246659,0.0897619212044938

