,delta ,theta ,alpha ,beta ,gamma
Q1,0.112149543,-0.127747545,0.335083565,0.18506985,-0.0471245365
Q2,0.27659824,0.13952035,0.49825746,0.24514738,0.005060758
Q3,0.59444651,0.32608047,0.70035417,0.353776325,0.096507878
max,1.6212832,1.2086492,1.4141176,0.8495197,0.20464942
mean,0.372736261508475,0.165877208305085,0.535262480169492,0.259730413728814,0.0134102426949153
Std Dev,0.419656491381762,0.342269230105065,0.285626674124149,0.149569493305722,0.102859559112782

Left Ear_Mathilde_Mathilde_Guinee4
min,-0.09187762,-0.07305183,0.05016829,0.3118597,-9.716133e-05
Q1,0.396036275,0.2359021075,0.4410833075,0.443975375,0.15543305
Q2,0.630495825,0.37719463,0.5569144,0.5376375,0.25307655
Q3,0.9778307675,0.592614625,0.67436125,0.6048335,0.369421475
max,1.8935422,1.4290828,0.99982035,0.9675986,0.8164727
mean,0.736340798448276,0.457895597413793,0.550692984482759,0.542760894827586,0.273187594632241
Std Dev,0.455102920251739,0.304534393510148,0.217963077496505,0.138653260264599,0.173843921980154

Left Forehead_Mathilde_Mathilde_Guinee4
min,-0.41693887,-0.6497853,-0.29758665,0.1810509,-0.27314442
Q1,0.16187628,-0.1499262925,0.0578614475,0.596556325,0.21512477
Q2,0.738613225,0.20117887,0.443134675,0.6966894,0.32972851
Q3,1.164738275,0.68892355,0.7523916675,0.8049519,0.438769505
max,1.5603858,1.0356907,1.1731454,1.0133424,0.88494813
mean,0.688314383965517,0.219255352241379,0.4211280742,0.66699789137931,0.332222871206897
Std Dev,0.591178427198106,0.488072311196981,0.408466731862601,0.203292930432543,0.241077487997891

Right Forehead_Mathilde_Mathilde_Guinee4
min,-0.8983584,-0.9686932,-0.19290225,-0.07980949,-0.2822799
Q1,-0.1998176225,-0.41518144,0.02608623425,0.200186015,-0.026620356
Q2,0.64585123,0.069740775,0.33059147,0.27824812,0.087993653
Q3,1.130987925,0.6593855625,0.6932735375,0.39448157,0.2213117625
max,1.6663926,1.1806428,1.1264107,0.84934175,0.74398786
mean,0.501596164482759,0.137711840344828,0.395426230546552,0.318518624482759,0.103991041931034
Std Dev,0.71576463892214,0.589394267367289,0.387505067495768,0.188689745265514,0.199207214386945

Right Ear_Mathilde_Mathilde_Guinee4
min,-0.50178653,-0.22128604,0.1745417,0.04322781,-0.19573599
Q1,0.18734255,0.1540533325,0.45019665,0.28903547,0.04011944275
Q2,0.39624823,0.362828285,0.6081247,0.36806145,0.117495717
Q3,1.052976875,0.6271460075,0.779294525,0.52615495,0.2007279525
max,1.5061942,1.0966041,1.1011097,0.8478646,0.6021071
mean,0.569058956224138,0.410355205965517,0.616768882758621,0.399503602241379,0.138811748275862
Std Dev,0.51571016311306,0.337432372579746,0.239897642079066,0.183669611472424,0.175134633224193

