,delta ,theta ,alpha ,beta ,gamma
max,0.960664697006509,0.880067073585787,0.961828903017617,0.709405772734692,0.613199037981115
mean,0.497992949802368,0.482662216889625,0.379033627698476,0.370529043959051,0.417959179588772
Std Dev,0.180698051283855,0.162727493872271,0.2076687744533,0.0891549175994331,0.0621547082257344

Right Forehead_Mathilde_Mathilde_Vietnam4
min,0,0,0.0184725550600945,0.228430937577058,0.373066197807616
Q1,0.287368942576843,0.325782033336246,0.210091677015718,0.42832735426447,0.454332998755627
Q2,0.597095809254254,0.530568498610042,0.413401230357195,0.480342047196933,0.493937331392673
Q3,0.746867198999135,0.742468685430512,0.635889899100363,0.527945987687658,0.52861013355709
max,0.93975767994613,0.88046607239255,1,0.937599321175338,0.772762936628034
mean,0.516799808324793,0.525405768631568,0.424009983939351,0.484128218805293,0.500204239917587
Std Dev,0.245750564518559,0.232545172723186,0.244656440210234,0.104663363012055,0.0663166625675392

Right Ear_Mathilde_Mathilde_Vietnam4
min,0.319618843128157,0.374171020343716,0.299776232474669,0.303843389541088,0.277119292452951
Q1,0.42849589673745,0.490862937305919,0.429229490759118,0.369487218678467,0.404628784092118
Q2,0.493741062399243,0.536769202229283,0.503885797544213,0.471062165845814,0.461364664802017
Q3,0.592303345699702,0.651712700631392,0.617778290894673,0.539350696089894,0.492829576592521
max,0.820553243877394,0.83093742196268,0.952285611291508,0.931857697761975,0.651789422064748
mean,0.515206534082612,0.569387338695975,0.54166976979558,0.478408750222372,0.450559520409314
Std Dev,0.116613416773118,0.107742411728056,0.15168165804165,0.127716454068356,0.0676276806165451

