TimeStamp,Delta_TP9,Delta_AF7,Delta_AF8,Delta_TP10,Theta_TP9,Theta_AF7,Theta_AF8,Theta_TP10,Alpha_TP9,Alpha_AF7,Alpha_AF8,Alpha_TP10,Beta_TP9,Beta_AF7,Beta_AF8,Beta_TP10,Gamma_TP9,Gamma_AF7,Gamma_AF8,Gamma_TP10,RAW_TP9,RAW_AF7,RAW_AF8,RAW_TP10,AUX_RIGHT,Accelerometer_X,Accelerometer_Y,Accelerometer_Z,Gyro_X,Gyro_Y,Gyro_Z,HeadBandOn,HSI_TP9,HSI_AF7,HSI_AF8,HSI_TP10,Battery
2019-05-20 13:00:10.216,0.49227643,0.38283008,0.57505614,0.19621345,0.44026735,-0.26698783,0.51170754,0.15417416,0.7648126,-0.15142138,0.56697494,0.5431522,0.65720403,-0.20728895,0.2676686,0.43952534,-0.06440633,-0.47939372,0.017535392,0.04167497,850.18317,876.3736,814.3223,853.8095,806.6667,0.75439453125,0.15423583984375,0.63873291015625,-1.801910400390625,4.044952392578125,3.626251220703125,1,1.0,2.0,1.0,1.0,25.88
2019-05-20 13:00:11.223,0.720734,0.38283008,1.1369833,0.5399327,0.560194,-0.26698783,0.6624629,0.56465596,0.80976164,-0.15142138,0.5523059,0.6805381,0.549813,-0.20728895,0.4882463,0.44604,-0.023258042,-0.47939372,-0.13146485,-0.05945273,848.1685,1268.022,830.0366,844.94507,851.79486,0.74822998046875,0.164794921875,0.6475830078125,0.007476806640625,5.271148681640625,6.41510009765625,1,1.0,2.0,1.0,1.0,25.88
2019-05-20 13:00:12.236,0.93900555,0.38283008,1.2777221,0.6530889,0.61293864,-0.26698783,0.67173016,0.66451335,0.8050692,-0.15142138,0.5042994,0.707326,0.48662487,-0.20728895,0.5254613,0.48682013,0.07302802,-0.47939372,-0.031493567,0.11098875,854.61536,472.23444,834.0659,861.4652,836.4835,0.75616455078125,0.16650390625,0.63720703125,-1.801910400390625,4.179534912109375,3.461761474609375,1,1.0,2.0,1.0,1.0,25.88
2019-05-20 13:00:13.267,0.72841346,0.38283008,1.7823813,0.4846528,0.4985855,-0.26698783,0.99749076,0.34866154,0.8672019,-0.15142138,0.7971628,0.5293126,0.49081123,-0.20728895,0.47566158,0.42229295,-0.09421226,-0.47939372,0.012027416,0.009681538,850.58606,1402.1978,856.2271,850.18317,805.05493,0.73040771484375,0.1678466796875,0.65008544921875,-1.60003662109375,7.050628662109375,4.373931884765625,1,1.0,2.0,1.0,1.0,25.88
2019-05-20 13:00:14.294,0.27368465,0.38283008,1.5889518,0.27489835,0.34209532,-0.26698783,0.70012265,0.1185651,1.0864989,-0.15142138,0.74573815,0.470457,0.64661247,-0.20728895,0.58936954,0.38333458,-0.071840964,-0.47939372,0.08196684,0.011914229,858.6447,1228.5348,816.7399,857.4359,807.0696,0.77423095703125,0.17236328125,0.64697265625,-2.848663330078125,2.572021484375,3.940277099609375,1,1.0,2.0,1.0,1.0,25.86
2019-05-20 13:00:15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2019-05-20 13:00:15.317,0.038171537,0.38283008,1.5954419,0.21620928,0.16447563,-0.26698783,0.62125504,0.39535752,0.92985857,-0.15142138,0.5649263,0.65367156,0.47276923,-0.20728895,0.51018524,0.37334526,-0.05243999,-0.47939372,0.04079905,-0.012035359,938.4249,25.384615,25.384615,939.6337,859.45056,0.72515869140625,0.17254638671875,0.6553955078125,-0.515899658203125,5.8319091796875,4.687957763671875,1,1.0,2.0,1.0,1.0,25.86
2019-05-20 13:00:15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench
2019-05-20 13:00:16.332,-0.1527175,0.38283008,1.5954419,-0.23592171,-0.24035618,-0.26698783,0.62125504,0.27168617,0.4999399,-0.15142138,0.5649263,0.5609586,0.31698555,-0.20728895,0.51018524,0.18542449,-0.20676164,-0.47939372,0.04079905,-0.10138098,832.8571,617.6923,922.3077,853.00366,823.1868,0.73638916015625,0.154296875,0.65985107421875,-0.740203857421875,4.18701171875,4.732818603515625,1,1.0,2.0,2.0,1.0,25.86
2019-05-20 13:00:16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench
2019-05-20 13:00:17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench
2019-05-20 13:00:17.345,0.6035086,0.38283008,1.5954419,0.43534192,0.47681025,-0.26698783,0.62125504,0.30325165,0.5808162,-0.15142138,0.5649263,0.4281167,0.6377846,-0.20728895,0.51018524,0.26547387,0.0726162,-0.47939372,0.04079905,0.01051924,844.1392,299.3773,439.59708,840.9158,826.0073,0.7403564453125,0.1505126953125,0.65625,-1.652374267578125,3.805694580078125,4.209442138671875,1,1.0,2.0,2.0,1.0,25.86
2019-05-20 13:00:17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench
2019-05-20 13:00:17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench
2019-05-20 13:00:18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench
2019-05-20 13:00:18.348,0.51387095,0.38283008,1.5954419,0.17949611,0.4063317,-0.26698783,0.62125504,0.032829598,0.58243906,-0.15142138,0.5649263,0.72096556,0.54710895,-0.20728895,0.51018524,0.31806222,0.019998897,-0.47939372,0.04079905,0.14798343,840.9158,591.0989,697.47253,841.7216,826.8132,0.75128173828125,0.144775390625,0.64703369140625,-1.667327880859375,3.529052734375,4.29168701171875,1,1.0,2.0,2.0,1.0,25.86
2019-05-20 13:00:18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench
