,delta ,theta ,alpha ,beta ,gamma
max,0.871724001844481,0.530245585305712,0.37003629489984,0.528685737758361,0.67268009246776
mean,0.319923991484525,0.27562161510114,0.197053736493922,0.361996689280722,0.442238437688867
Std Dev,0.153521985541831,0.092186516922446,0.0668940876273004,0.0649132262092978,0.0755779441497565

Right Forehead_Tristan_Tristan_Guinee3
min,0.00873680753842327,0,0.00661360036337789,0.0104150815084958,0.0309363602038344
Q1,0.107693233554807,0.150914622418835,0.105381880896818,0.101137453330527,0.117718508619102
Q2,0.153583219051941,0.205454792649901,0.165014098629743,0.146244017571483,0.162671225052306
Q3,0.20394548941371,0.273074403798568,0.247276066080709,0.197811593941477,0.190631369038456
max,0.650167983109424,0.572157610320144,0.398770256227778,0.375939171500454,0.306934420069499
mean,0.191533467184502,0.217350037843952,0.179105227881526,0.151009771618434,0.157358444551092
Std Dev,0.138926332045394,0.108206381410659,0.090574625466712,0.0709592635561101,0.0652311838709937

Right Ear_Tristan_Tristan_Guinee3
min,0.215230025121679,0.232939711609397,0.475261454728099,0.311578024778659,0.218352714909379
Q1,0.385857322523796,0.477721421021307,0.624163801424107,0.484484635478047,0.359781334138688
Q2,0.472699962476333,0.539741408765144,0.710332502486897,0.51937974446745,0.398308566113782
Q3,0.558745243550669,0.592733587430613,0.77386530502951,0.572854129999734,0.456342100013801
max,0.862258369564262,0.901619010640974,0.899173385311235,0.691806087466801,0.91377735968374
mean,0.48312103278004,0.547095409593319,0.70112198897278,0.523369244411108,0.413208344933896
Std Dev,0.154994702559403,0.125909096410727,0.104600232863383,0.074580113139747,0.102130230868496

Left Ear_Tristan_Tristan_Guinee4
min,0.229731320288218,0.356062248168497,0.565582163839564,0.418353899452384,0.265243535931432
Q1,0.533136221100163,0.55549192450589,0.661751323746434,0.503571610449654,0.360650476977461
Q2,0.606580949402427,0.675428873371331,0.711056576765843,0.546883598335691,0.418871371085975
Q3,0.703780914392299,0.785182042368565,0.748000301704556,0.596158512704042,0.482848249005941
max,0.899723776455357,1,0.972493005230115,0.756234848774985,0.833228046565224
mean,0.6085946684617,0.678955881012142,0.713874187534739,0.554209441485859,0.446042009557644
Std Dev,0.153169232380564,0.147474266588814,0.083117876713207,0.0820557770501565,0.121616574731652

Left Forehead_Tristan_Tristan_Guinee4
min,0.0566367694324955,0.140726574321368,0.0111348051013969,0.195626038578688,0.297351291900833
Q1,0.257326220475079,0.268884684745848,0.182138984121705,0.292970356291652,0.367510286710373
Q2,0.487072501821131,0.403778502111448,0.273865886703902,0.337467278349902,0.395817406200875
Q3,0.67454847319265,0.582495174662505,0.367087667907475,0.383292130675139,0.445159802037549
max,0.893998865640713,0.904962485872357,0.790191462477234,0.657223859437076,0.521294190154199
mean,0.484042944566378,0.434175416254133,0.28684119321029,0.346916708018073,0.40496243824386
Std Dev,0.234063839201758,0.197681860853866,0.143264473490272,0.0838459699015832,0.0521902808827983

Right Forehead_Tristan_Tristan_Guinee4
min,0.0219434659556043,0.0802488820999028,0,0.0594446003686724,0.0619702189086734
Q1,0.151473968868034,0.153593198155064,0.129516336285744,0.128202885634644,0.15657552384604
Q2,0.227329643119614,0.214709478541912,0.192982943699623,0.165483797397351,0.190388039338317
Q3,0.275453299825574,0.265153843803411,0.224422718769425,0.217558216422485,0.252318799376698
max,0.456512869734176,0.401731184226294,0.381474998847685,0.353868246617391,0.495173781282749
mean,0.220896262658694,0.21981567160783,0.181408485518355,0.175920973576067,0.213879503711457
Std Dev,0.110650477350435,0.0787194321648897,0.0835759480383283,0.0715061950536169,0.0909897734229362

Right Ear_Tristan_Tristan_Guinee4
min,0.286163333620909,0.406972242905362,0.472632802779946,0.42518845502622,0.267279391477269
Q1,0.515969206998092,0.567303611143625,0.654902940528519,0.51035124525507,0.372507655437389
Q2,0.668583642122018,0.716230863218074,0.720811551945168,0.56476519612567,0.555762841273344
Q3,0.764543289886008,0.839550265332168,0.757992922309245,0.607106740843502,0.651857776250453
max,0.896361863083826,0.976586632731781,0.925648522186881,0.816970295888535,0.992240174586037
mean,0.642305322189966,0.702364000879319,0.714376646090993,0.575159242727762,0.54286248769174
Std Dev,0.168141611591094,0.157305993538273,0.0800738807841267,0.0934481446739416,0.176148014761538

