,delta ,theta ,alpha ,beta ,gamma
Q3,-0.0647265345,-0.2686841225,-0.006648892,-0.352661975,-0.90815645
max,1.0907878,0.1299811,0.40593356,-0.2053268,-0.7625407
mean,-0.2471441395625,-0.43169126046875,-0.119127125015625,-0.4173229265625,-0.994125865625
Std Dev,0.40076949848169,0.268168316776225,0.212112697935682,0.097854959722956,0.127014401854267

Right Ear_Geoffrey_Geoffrey_Maghreb3
min,-0.27000266,-0.4342063,0.3054176,-0.04360741,-0.404086
Q1,0.10669121,0.016286075,0.658757675,0.1230863025,-0.248595875
Q2,0.30349998,0.160030115,0.81221745,0.17775259,-0.19924695
Q3,0.691510505,0.3598509225,1.024910225,0.24170175,-0.137154625
max,1.2356673,1.040917,1.3557003,0.41149104,-3.805933e-05
mean,0.381324290296875,0.21113052875,0.8246327375,0.17682952171875,-0.198595564833281
Std Dev,0.381016909939137,0.301875820748694,0.232478207348032,0.0989372159958649,0.088731571204062

Left Ear_Geoffrey_Geoffrey_Maghreb4
min,-0.30520788,-0.14201048,0.174388,-0.05845841,-0.4458042
Q1,0.129604355,0.05747502,0.6811668,0.16676946,-0.30274954
Q2,0.324137,0.20766829,0.7725058,0.2482071,-0.20613767
Q3,0.60199087,0.38891758,0.8571274,0.30759436,-0.081111185
max,1.8295763,0.9814521,1.3032025,1.4248885,1.1910375
mean,0.400372733873016,0.242667797777778,0.777065958730159,0.282895073825397,-0.108334188253968
Std Dev,0.411293126455217,0.248975259993543,0.200742071610491,0.250481484035067,0.326124428843286

Left Forehead_Geoffrey_Geoffrey_Maghreb4
min,-0.9789185,-0.85514975,-0.507368,-0.5889646,-1.1353732
Q1,-0.52435145,-0.61915633,-0.23302603,-0.39349765,-0.94714165
Q2,-0.3369129,-0.3958314,-0.13606158,-0.3019452,-0.85639775
Q3,0.175150015,-0.10160812,0.0123379305,-0.2277682,-0.721437725
max,1.282207,0.5770357,0.30798724,0.4757759,0.38618508
mean,-0.144018836507937,-0.330202698095238,-0.106949550333333,-0.289856095238095,-0.795599515714286
Std Dev,0.556432934410611,0.346667452916939,0.190087491793722,0.171381700916995,0.263778400969395

Right Forehead_Geoffrey_Geoffrey_Maghreb4
min,-1.0452929,-0.9360475,-0.540729,-0.5991524,-1.2504877
Q1,-0.5205613,-0.61265362,-0.27000654,-0.4725179,-1.04453235
Q2,-0.26376033,-0.40476447,-0.15206836,-0.4153588,-0.9555535
Q3,0.21683765,-0.18347483,-0.010440484,-0.3162818,-0.86131115
max,1.0377228,0.34400675,0.27223578,-0.2182204,-0.2155511
mean,-0.153690518111111,-0.393042147460317,-0.135435176079365,-0.402555436507937,-0.932253796825397
Std Dev,0.510108914394083,0.277074218739304,0.189375336034559,0.0984603324974897,0.184524176264016

Right Ear_Geoffrey_Geoffrey_Maghreb4
min,-0.33767164,-0.2811241,0.2437968,0.02307113,-0.42089105
Q1,0.078114495,0.106317915,0.6889069,0.17769557,-0.25293497
Q2,0.3419184,0.24519151,0.7779383,0.25581577,-0.18873489
Q3,0.55147284,0.4002216,0.89634915,0.33399479,-0.059059555
max,1.8237901,0.8791184,1.1797993,0.88112986,1.0189958
mean,0.382277559428571,0.271782534761905,0.789603541269841,0.291236854126984,-0.0983196784126984
Std Dev,0.422785663963371,0.256709413276938,0.181177393947675,0.16929087547139,0.276610180439298

