,delta ,theta ,alpha ,beta ,gamma
Std Dev,0.493515612916869,0.449989449061496,0.418303624872639,0.331918418680642,0.232281663040568

Right Ear_Thomas_Thomas_Maghreb3
min,-0.32334352,-0.2663862,0.1333206,-0.26075107,-0.709897
Q1,0.20259745,0.056509145,0.4138954,-0.08484632,-0.5611932
Q2,0.67534304,0.20279382,0.5563374,-0.014086237,-0.5010832
Q3,1.1084726,0.34101984,0.7841939,0.052415397,-0.3897375
max,1.6457229,0.9830291,1.3615761,0.64175606,0.661413
mean,0.651635193114754,0.219421126360656,0.605148949180328,0.0141741600967213,-0.425796373770492
Std Dev,0.555831811387801,0.27608661284861,0.263939407074102,0.184496351062152,0.267083794988425

Left Ear_Thomas_Thomas_Maghreb4
min,-0.31289238,-0.3930415,-0.06189297,-0.18244602,-0.6496628
Q1,0.120768,-0.057295374,0.433329165,-0.0508318955,-0.454430815
Q2,0.43295673,0.087195896,0.52160996,0.037716977,-0.36637515
Q3,0.77433525,0.23978173,0.70255637,0.08906121,-0.26344265
max,1.1504318,0.5546813,1.0048414,0.25061747,0.16796863
mean,0.440071067288136,0.0845036404915254,0.548735075254237,0.0255340429661017,-0.339718788305085
Std Dev,0.41747914649731,0.20712824883107,0.227806555804708,0.105504065582705,0.157545971718826

Left Forehead_Thomas_Thomas_Maghreb4
min,-0.6814586,-0.5616541,-0.30276433,-0.51246536,-1.0370736
Q1,-0.34848942,-0.32096489,-0.0984948125,-0.41563403,-0.94452125
Q2,-0.16294985,-0.16896062,0.04728301,-0.3428518,-0.8696572
Q3,0.0109620045,-0.04695912,0.20149076,-0.31822548,-0.8144672
max,0.7882241,0.31229612,0.5989089,-0.08219662,-0.6792389
mean,-0.131788794440678,-0.170981649322034,0.0681154916101695,-0.352081080169492,-0.87976323559322
Std Dev,0.289896884369505,0.203849156725689,0.210911062485638,0.0807437643924353,0.0835903907702269

Right Forehead_Thomas_Thomas_Maghreb4
min,-0.1109247,-0.43960804,-0.07724739,-0.31184104,-0.73525995
Q1,0.356339575,-0.0145157095,0.174551215,-0.187749905,-0.518049285
Q2,0.5445101,0.16824706,0.30592006,-0.10159447,-0.4097956
Q3,0.752227875,0.48800659,0.411683975,-0.015774483,-0.303864165
max,1.6764362,1.4234369,1.2390518,0.7360539,0.11682098
mean,0.618707111457627,0.284334705627119,0.379218946949153,-0.0335794167644068,-0.395380327966102
Std Dev,0.449544915186705,0.428360943902711,0.322565184088006,0.239257331511538,0.155965971383845

Right Ear_Thomas_Thomas_Maghreb4
min,-0.26368362,-0.5482574,-0.01888861,-0.2977195,-0.7430855
Q1,0.10389268,-0.07345032,0.40498021,-0.144113025,-0.6264841
Q2,0.31237212,0.05473434,0.53764296,-0.06955409,-0.5324595
Q3,0.67135735,0.19739537,0.73049375,-0.025191011,-0.45824325
max,1.1635631,0.69168174,1.256297,0.149872,-0.2531258
mean,0.379036381186441,0.0650723893898305,0.561960951016949,-0.0776393560169492,-0.534480793220339
Std Dev,0.353915274915306,0.220726196634955,0.251476700839753,0.0967843335674634,0.115886490721652

