,delta ,theta ,alpha ,beta ,gamma
mean,0.180838993860581,0.244011382800887,0.23435308316267,0.195239835043809,0.146255117419265
Std Dev,0.0667008686441688,0.0783358163958855,0.0972922718370978,0.100469923476735,0.0571664810179759

Right Forehead_Thomas_Thomas_Chine3
min,0.110567311020029,0.26131088416062,0.150015551293628,0.24902428371188,0.237796613581544
Q1,0.346452446076627,0.368659929430093,0.314860168175441,0.33465601679472,0.277963962570779
Q2,0.445849161698936,0.487631224692458,0.38089242708443,0.381136681560687,0.311448767244124
Q3,0.548748086674829,0.615806736765014,0.508060034443992,0.443645208620573,0.345917788670944
max,0.737527585485491,0.881943787925181,0.856450110020161,0.884265324548349,0.469759186190792
mean,0.45123370166712,0.511872497104854,0.426661192222483,0.410843273578192,0.317082581466936
Std Dev,0.140159835109303,0.16911828813911,0.170580827183238,0.121010032226883,0.0518188923601464

Right Ear_Thomas_Thomas_Chine3
min,0.0360009498737848,0.304368480310294,0.345999081651226,0.325883895311177,0.275275860238865
Q1,0.385574551448413,0.405383489508214,0.461377625832973,0.468059845910696,0.37448054648639
Q2,0.488907776934383,0.478969693317578,0.554275815550584,0.506670251519094,0.409668534437006
Q3,0.605829011950582,0.641032316028113,0.613321895006567,0.550327593679796,0.472013091397062
max,0.78235247240509,0.814534740233521,0.974730626114541,0.72016591653353,0.550551079942462
mean,0.479899256732504,0.513494816380838,0.560115425754426,0.511227446754832,0.42102251633975
Std Dev,0.174668964473622,0.129216238760454,0.13703635087696,0.0792410534380181,0.0657421865537424

Left Ear_Thomas_Thomas_Chine4
min,0.202348723957564,0.232345677467348,0.35033898379795,0.303860172849506,0.227189303793067
Q1,0.328906619000828,0.411536560683033,0.493370784016345,0.424710718738937,0.281663717154266
Q2,0.452707544792158,0.481702276498209,0.55783619096193,0.473260982420576,0.313988786972611
Q3,0.528295542490487,0.574013739544454,0.674866099222736,0.525576945297989,0.344932359475713
max,0.81124513542636,0.837941837841926,0.977726279385521,0.679193900110875,0.452566350303248
mean,0.445723411699992,0.497253642099667,0.58409265204359,0.475665500290557,0.318383554948535
Std Dev,0.151069782167126,0.124467342862757,0.131284818942472,0.0761298199087324,0.0497740403017251

Left Forehead_Thomas_Thomas_Chine4
min,0.0875216090391874,0.0827988265221661,0.127306625603654,0.139871479134053,0.11326951161931
Q1,0.166123409683097,0.24891359532408,0.228206182200956,0.223500174665572,0.147640222320641
Q2,0.20849259287217,0.310057016629257,0.268974798303538,0.261286417134649,0.180404333312592
Q3,0.243772464414079,0.343754294769539,0.34205957827988,0.310249713758369,0.203832871537907
max,0.618063106551408,0.627021108626502,0.686940987974275,0.420147454090853,0.398448074550985
mean,0.215862065293506,0.309428010923159,0.301772225097542,0.267865591636294,0.183347565866977
Std Dev,0.0856992289007497,0.102738796940726,0.122379538372084,0.0689450500262231,0.0499291892234802

Right Forehead_Thomas_Thomas_Chine4
min,0.180240280046237,0.152953851520984,0.114398982011137,0.333039865664772,0.255774105172231
Q1,0.311003792997548,0.351969768631201,0.309310954056006,0.470444613577319,0.40838873810892
Q2,0.367873369272218,0.441671848162295,0.409831363341543,0.524530356165534,0.440206902042026
Q3,0.499428900937263,0.57963302904544,0.549113033338684,0.582023442138349,0.469294976556409
max,0.78548643257421,1,0.859939985875362,0.884484593718625,0.567442145939555
mean,0.415209962488762,0.478550367007831,0.433492652886397,0.536523530789363,0.423942557277204
Std Dev,0.15112299110985,0.190809756346602,0.165430075788829,0.103540855533679,0.0688418604079084

Right Ear_Thomas_Thomas_Chine4
min,0.113431641377938,0.235512467941267,0.333389686390667,0.256287293312686,0.222958842863888
Q1,0.280309664303249,0.371727043843275,0.477989624658535,0.413427956537546,0.283214407285265
Q2,0.33924907946724,0.448253306601305,0.540550119083238,0.443425053380468,0.315731088653741
Q3,0.485653242750341,0.524556888605167,0.655326998067081,0.490499629376355,0.345603411673847
max,0.773626322704953,0.673092931886786,0.991658797844686,0.674851329721723,0.435943911071744
mean,0.387271837491588,0.456361926189865,0.57147760282464,0.456136570868266,0.314233071672926
Std Dev,0.15620929591214,0.10549907855847,0.154038807347019,0.0740785432822206,0.0435115553512374

