,delta ,theta ,alpha ,beta ,gamma
mean,0.664916678833333,0.245250881066667,0.33825935325,-0.126119092,-0.53438698
Std Dev,0.450619149697398,0.372980964602159,0.317330728137172,0.180442330707643,0.113259102102586

Right Ear_Thomas_Thomas_Chine3
min,-0.67007226,-0.21238767,0.188204,-0.25280502,-0.62576276
Q1,0.4538200375,0.01039530625,0.402842175,-0.04080144125,-0.408933855
Q2,0.78604025,0.17268558,0.57566025,0.0167718975,-0.332024455
Q3,1.161946425,0.5301056675,0.6855034,0.0818709015,-0.1957597025
max,1.729476,0.9127556,1.3578304,0.33512282,-0.02410142
mean,0.7570775182,0.248828815866667,0.58652365,0.023567292185,-0.307208374666667
Std Dev,0.561567300562587,0.284979217241683,0.254928093169195,0.118159131990615,0.143690856369291

Left Ear_Thomas_Thomas_Chine4
min,-0.1352579,-0.37122995,0.1962775,-0.28564537,-0.7308642
Q1,0.2716305,0.023965562,0.4623589,-0.105440855,-0.611801
Q2,0.66965514,0.17871214,0.5822836,-0.033045843,-0.541149
Q3,0.9126734,0.38229993,0.7999938,0.044964336,-0.4735165
max,1.822367,0.96437865,1.3634032,0.274028,-0.2382639
mean,0.647200889016393,0.213009810622951,0.631128373770492,-0.0294603815245902,-0.531543478688525
Std Dev,0.485695040466004,0.274505791852814,0.244228544768513,0.113519861848554,0.108789726214352

Left Forehead_Thomas_Thomas_Chine4
min,-0.5044314,-0.7010472,-0.21862857,-0.5301747,-0.9798555
Q1,-0.25172365,-0.33469033,-0.030925589,-0.405473,-0.9047324
Q2,-0.11550513,-0.19984192,0.04491608,-0.3491286,-0.8331208
Q3,-0.002079014,-0.12552445,0.18087536,-0.2761177,-0.7819137
max,1.2012795,0.49920473,0.82245666,-0.1122453,-0.3565487
mean,-0.0918119985573771,-0.20122915704918,0.105928982196721,-0.339318160655738,-0.826687859016393
Std Dev,0.275526249205863,0.226584694101782,0.227662092287711,0.102806397854367,0.109128830868462

Right Forehead_Thomas_Thomas_Chine4
min,-0.20633738,-0.5463242,-0.2426406,-0.2421345,-0.6683872
Q1,0.21407224,-0.10740568,0.119953245,-0.03724543,-0.33482167
Q2,0.39691007,0.09042726,0.3069509,0.04340373,-0.2652776
Q3,0.81986606,0.39469296,0.56605595,0.1291337,-0.20170061
max,1.7395518,1.3217889,1.1442859,0.5801442,0.01281691
mean,0.549099000360656,0.171760779180328,0.350967888098361,0.0612871760406557,-0.30082612295082
Std Dev,0.485866109221244,0.420820289519003,0.30774880901161,0.15439342467847,0.150465726721474

Right Ear_Thomas_Thomas_Chine4
min,-0.42112967,-0.36424577,0.1647468,-0.35658297,-0.7401106
Q1,0.11538946,-0.06383211,0.4337454,-0.12226498,-0.6084117
Q2,0.3048819,0.1049423,0.5501264,-0.07753525,-0.5373409
Q3,0.7755768,0.2732256,0.7636453,-0.007340688,-0.4720498
max,1.7014211,0.60081357,1.3893218,0.26755264,-0.2745951
mean,0.459276876065574,0.122825408852459,0.607660655737705,-0.058580657557377,-0.540615073770492
Std Dev,0.502218770761708,0.232672341462029,0.286557684729146,0.110461130860697,0.0951019882076498

