,delta ,theta ,alpha ,beta ,gamma
max,0.830954374545346,0.967098989999978,0.725951281542911,0.496869768359992,0.440676387047969
mean,0.419837462828739,0.409994300894613,0.365878404462293,0.390904568980329,0.376003496533366
Std Dev,0.219403927747401,0.233778136351935,0.186672180208635,0.0459854016303584,0.0322097911141955

Right Forehead_Sohaib_Sohaib_Chine3
min,0.0857353549026899,0.00571804234434607,0.124388281864236,0,0
Q1,0.252357453163628,0.277264848761133,0.2149422885232,0.116512921291435,0.074615123156573
Q2,0.352325862688358,0.331461380388078,0.302076858391047,0.169067733039008,0.105760260971662
Q3,0.44574692402315,0.418124644201994,0.391884519617964,0.20217706132998,0.145150555627441
max,0.780195435509131,0.886552430170328,0.758427664098339,0.461466405242117,0.412683392233977
mean,0.36226718038938,0.36202039439399,0.331959678692156,0.170544651719073,0.115137233756654
Std Dev,0.146923882007275,0.160452463410924,0.151643269318876,0.0796345054982134,0.0656799156771437

Right Ear_Sohaib_Sohaib_Chine3
min,0,0.214809572057537,0.215223436271527,0.0653886401789908,0.151793792688157
Q1,0.184956676642099,0.313063210057174,0.46890170849599,0.258460129694446,0.207957480361414
Q2,0.29828751623019,0.399559561239039,0.611963798207412,0.282312496445299,0.252058357669181
Q3,0.42504914437924,0.492625571048805,0.7073044322447,0.319705802773309,0.277592728901923
max,0.7526793241217,0.87563334842949,0.937041095515796,1,0.987777320227458
mean,0.332713460113352,0.456797892312026,0.579739657933188,0.314472663615404,0.278884393234116
Std Dev,0.193739137845063,0.181559084578901,0.186606594818185,0.147058299783878,0.150848577658249

Left Ear_Sohaib_Sohaib_Chine4
min,0.144277225361846,0.267235410323234,0.226898473360726,0.207640565958407,0.126313081842416
Q1,0.273305681353045,0.431221946516332,0.483746576513137,0.31801884851979,0.262291651121384
Q2,0.494975956296609,0.511062473466702,0.550135293192679,0.367461341341528,0.309725741254848
Q3,0.595520333173763,0.656235427670136,0.647622175580608,0.420332870164612,0.390226360002728
max,0.719317339446954,0.865785437854446,0.802617861611141,0.852162824884755,1
mean,0.459559920099969,0.543938107928171,0.546014603006878,0.386711048184052,0.36144349873942
Std Dev,0.177189465307247,0.160488456096462,0.131869458922145,0.117311835465827,0.158057269863714

Left Forehead_Sohaib_Sohaib_Chine4
min,0.203512312230196,0.138835450277065,0,0.203005936479674,0.245264120888067
Q1,0.439974737630079,0.27160824289318,0.203889859368697,0.300144380115006,0.29207019582004
Q2,0.597543837854047,0.486358466630903,0.433235028611668,0.332792658629847,0.30825774725134
Q3,0.719911596442657,0.697073311922656,0.621228098913645,0.363430368676407,0.343682472359017
max,1,0.908199264789819,0.864636799321797,0.530022977011719,0.568082436636821
mean,0.572575946563511,0.489243004604362,0.424755232126212,0.335376388579884,0.323373761234193
Std Dev,0.183624059534007,0.223319816003334,0.21887525141851,0.0664764611904975,0.0621207806367303

Right Forehead_Sohaib_Sohaib_Chine4
min,0.124854354117045,0.149315538832065,0.187526416670655,0.114735752897565,0.0190958348543872
Q1,0.363646491476562,0.332254753983632,0.344554594616768,0.206432667921303,0.101789574920876
Q2,0.463129057586645,0.465047551027869,0.417880502362086,0.248187854343975,0.132606725032126
Q3,0.547808416730474,0.591796911430825,0.562916051931715,0.286217212317675,0.168134031758266
max,0.826240394517963,0.916829068482582,0.847810431465314,0.498933915085068,0.674851407389212
mean,0.462460396315011,0.479846301988584,0.457947327525559,0.249620049074942,0.159888990456444
Std Dev,0.138955911245214,0.194584286496214,0.159621195180695,0.0749115165826526,0.117561832841169

Right Ear_Sohaib_Sohaib_Chine4
min,0.0743104278769589,0.252233054502099,0.253042435512651,0.161925378709181,0.119140641784721
Q1,0.338307455903773,0.491133215250053,0.53949372731064,0.245458503954371,0.173174707954612
Q2,0.499471187046197,0.630394303464083,0.652567256219705,0.279532030810883,0.213305495663531
Q3,0.62342552526599,0.713929729753928,0.721205450232106,0.341224601574153,0.258880936061123
max,0.767292443231382,0.956958140621071,0.8967578912825,0.987696683421,0.670823084605166
mean,0.473533182949539,0.597137870267976,0.619548235459728,0.317146009143901,0.239009892083233
Std Dev,0.177193330471529,0.171513192480201,0.150410021209616,0.147733383138986,0.120023976958511

