TimeStamp,Delta_TP9,Delta_AF7,Delta_AF8,Delta_TP10,Theta_TP9,Theta_AF7,Theta_AF8,Theta_TP10,Alpha_TP9,Alpha_AF7,Alpha_AF8,Alpha_TP10,Beta_TP9,Beta_AF7,Beta_AF8,Beta_TP10,Gamma_TP9,Gamma_AF7,Gamma_AF8,Gamma_TP10,RAW_TP9,RAW_AF7,RAW_AF8,RAW_TP10,AUX_RIGHT,Accelerometer_X,Accelerometer_Y,Accelerometer_Z,Gyro_X,Gyro_Y,Gyro_Z,HeadBandOn,HSI_TP9,HSI_AF7,HSI_AF8,HSI_TP10,Battery
2019-05-14 12:55:11.675,0.21576901,1.5637631,0.6041453,0.8963006,-0.5086486,0.6097354,0.032746743,0.35511243,-0.061951037,0.4735355,-0.029942535,0.39433286,0.22883539,0.26333168,-0.23901625,-0.33056316,-0.31237605,0.018085856,-0.78040713,-0.35579392,849.3773,863.8828,854.21246,849.7802,828.4249,0.0340576171875,0.07171630859375,0.9893798828125,-1.256103515625,3.70849609375,4.18701171875,1,1.0,1.0,1.0,1.0,33.75
2019-05-14 12:55:12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2019-05-14 12:55:12.688,0.13305171,1.4310465,0.6445724,0.26334107,0.13787605,0.68357897,0.021607172,0.07409461,0.080719516,0.23973633,0.022047134,0.12596516,0.1225548,0.2552893,-0.2699081,-0.13567324,-0.3864582,0.03237287,-0.8052049,-0.35618067,846.9597,896.9231,849.7802,852.1978,868.315,0.01861572265625,0.0731201171875,0.977783203125,-0.94207763671875,4.852447509765625,4.433746337890625,1,1.0,1.0,1.0,1.0,33.72
2019-05-14 12:55:13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2019-05-14 12:55:13.703,0.114738256,1.9262253,0.75488776,0.41186294,0.45374462,1.1778886,0.09745036,0.28184187,-0.022687092,0.45160776,-0.09838397,0.08824108,-0.062044114,0.3588057,-0.2295111,0.08994476,-0.48230708,0.07624041,-0.74262244,-0.4447784,861.06226,830.84247,843.3333,862.674,858.24176,-0.09564208984375,0.1396484375,0.97589111328125,3.46923828125,13.226470947265625,5.420684814453125,1,1.0,1.0,1.0,1.0,33.72
2019-05-14 12:55:14.715,0.114738256,1.4562521,0.75488776,0.41186294,0.45374462,0.8101194,0.09745036,0.28184187,-0.022687092,0.8002052,-0.09838397,0.08824108,-0.062044114,0.42231894,-0.2295111,0.08994476,-0.48230708,-0.04018549,-0.74262244,-0.4447784,846.9597,831.2454,861.8681,853.4066,862.27106,-0.1190185546875,0.16339111328125,0.9560546875,-1.906585693359375,5.14404296875,3.648681640625,1,1.0,1.0,1.0,1.0,33.72
2019-05-14 12:55:15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2019-05-14 12:55:15.743,1.755938,1.3039948,1.471437,1.6490173,1.2034549,0.7817653,1.1543843,1.2467089,1.0006187,0.79731125,0.8260745,1.1531029,0.46905616,0.35802293,0.3878409,0.36039123,0.07969719,-0.025557006,-0.5318546,0.07966512,862.674,857.8388,851.79486,850.18317,842.52747,-0.11444091796875,0.1690673828125,0.974365234375,-2.093505859375,4.17205810546875,3.78326416015625,1,1.0,1.0,1.0,1.0,33.72
2019-05-14 12:55:16.754,1.4047977,1.5163267,0.6538718,1.3474497,1.0845675,0.62496495,0.54791576,1.1188139,0.80838937,0.69274116,0.9966252,1.0276159,0.24569291,0.28953958,0.028315743,0.23471555,-0.07642988,0.10649159,-0.6413609,-0.2522473,861.8681,824.7985,848.97437,855.0183,875.9707,-0.1171875,0.1654052734375,0.95758056640625,-1.55517578125,4.852447509765625,4.14215087890625,1,1.0,1.0,1.0,1.0,33.72
2019-05-14 12:55:17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench
