,delta ,theta ,alpha ,beta ,gamma
min,-0.18962494,-0.30183253,-0.07407035,-0.06871239,-0.42590958
Q1,0.54251313,0.24840549,0.50436854,0.0643601,-0.29923394
Q2,1.0201043,0.5661563,0.78537524,0.15688744,-0.21440372
Q3,1.2216103,0.8321923,0.87681955,0.3032285,0.02681897
max,1.9204304,1.4866586,1.267131,1.009749,1.3754361
mean,0.878602050655738,0.549647916393443,0.690985023442623,0.251005552716393,-0.0286781816393443
Std Dev,0.453235407894949,0.389604605051471,0.303377300835021,0.283968785028467,0.456095373964934

Left Ear_Sohaib_Sohaib_Guinee4
min,0.008612628,-0.03735379,0.203834,-0.07784941,-0.36893356
Q1,0.350048065,0.1813807325,0.42940415,0.1910000325,-0.1393573475
Q2,0.78521325,0.454132685,0.68749675,0.303053835,0.108493615
Q3,1.143349925,0.779769265,0.8556134,0.45060158,0.2578368475
max,1.5176421,1.2378088,1.3011065,1.1847831,0.8324392
mean,0.752669266883333,0.517219267983333,0.670599278333333,0.341581565666667,0.0940931093
Std Dev,0.470612751710976,0.38125391238438,0.299427608162765,0.247646723760681,0.245860393988484

Left Forehead_Sohaib_Sohaib_Guinee4
min,0.1778098,-0.17811048,0.1681436,0.3306836,-0.005079077
Q1,0.876087375,0.45418908,0.5187588,0.448903025,0.1049184355
Q2,1.10559125,0.63597645,0.6814024,0.51018315,0.16277542
Q3,1.304288525,0.828415305,0.8081567,0.55692495,0.25572064
max,1.7588252,1.1991478,1.044546,0.6538314,0.48460826
mean,1.06969859833333,0.6180780515,0.670377671666667,0.502403921666667,0.174698603766667
Std Dev,0.366206618563116,0.29599805061429,0.20043585308032,0.0790111812935919,0.100154215765376

Right Forehead_Sohaib_Sohaib_Guinee4
min,0.081413,-0.23228043,-0.15601587,-0.30925047,-0.7761127
Q1,0.54055235,0.2323441275,0.31969172,-0.10324381675,-0.590526
Q2,0.89294565,0.49049089,0.4786907,-0.0259425525,-0.5109367
Q3,1.186291825,0.788207325,0.6235459925,0.08687746,-0.42706945
max,1.85542,1.1239989,1.1799587,0.206085,0.2344459
mean,0.854881241666667,0.476197379416667,0.479022040333333,-0.0242159110333333,-0.496882595
Std Dev,0.4310502709529,0.335261817100305,0.267862754417941,0.127133312269377,0.163796417650131

Right Ear_Sohaib_Sohaib_Guinee4
min,-0.17744567,-0.17880778,-0.05866466,-0.2170845,-0.5303445
Q1,0.3084368075,0.1614134625,0.4733698025,0.0443161475,-0.1859153325
Q2,0.636093575,0.46282789,0.7443846,0.1529166,-0.104875963
Q3,1.191942625,0.81086569,0.9459044225,0.2379217,0.0166122865
max,1.6480441,1.2372217,1.2649821,0.8255994,1.3191367
mean,0.725358339316667,0.4912431772,0.6998021885,0.158579189549033,-0.0671175440333333
Std Dev,0.521247390110683,0.398622281777909,0.34962336765784,0.157443003614556,0.285733452049188

