,delta ,theta ,alpha ,beta ,gamma
max,0.736708184659474,0.775189560498898,0.828315448807646,0.695017695663228,0.769643570250417
mean,0.512190647796348,0.574779571646184,0.539665188048997,0.550822504819914,0.521072499715279
Std Dev,0.117152394827028,0.123607600005588,0.120715170820082,0.0609120753767004,0.0695139911575616

Right Forehead_Sohaib_Sohaib_Guinee3
min,0.204412470865115,0.174136020575002,0.0968809821738869,0.10698658691151,0.0567242815965876
Q1,0.32402043626013,0.407338926789268,0.374132742361645,0.195956937738469,0.13121054934938
Q2,0.480700209772914,0.524112343307905,0.472623667633589,0.246591810228699,0.156934809008283
Q3,0.566964442189378,0.642352930079677,0.564308285758572,0.292693240979633,0.187868701839345
max,0.80714428027069,0.926119802280458,0.810206691326773,0.539625996633584,0.579828809832247
mean,0.470529918547733,0.534300068475575,0.464475448452488,0.25935358705682,0.188918663356659
Std Dev,0.1578121646587,0.161299717266349,0.148133171317805,0.0966912929201153,0.112709352058528

Right Ear_Sohaib_Sohaib_Guinee3
min,0,0.0880520499004456,0.0909249384034515,0.146053245667655,0.162767918626805
Q1,0.303402073902482,0.364115673703603,0.415727249627552,0.22685404474935,0.221644407972527
Q2,0.501318501681621,0.523536573180867,0.573516822921038,0.283036077631605,0.261071921770959
Q3,0.584823704878872,0.657011286945825,0.624864205937234,0.371893470970095,0.373187756652324
max,0.874418627356732,0.985367983262529,0.844030073324246,0.800888381695808,1
mean,0.442679185312079,0.515254040829579,0.520515268176371,0.340184017942526,0.347393709294744
Std Dev,0.187823264977007,0.195471151050062,0.170351008875189,0.172424103167816,0.211984675395201

Left Ear_Sohaib_Sohaib_Guinee4
min,0.0821507468619741,0.220745460260008,0.246972494575256,0.140505303209936,0.189249316585336
Q1,0.22364348427638,0.330488231092535,0.373633594528559,0.303749034402372,0.295952084609933
Q2,0.403978348735972,0.467332450629631,0.518556549120767,0.371787415454251,0.411148617684154
Q3,0.552392171740067,0.630709772897668,0.612956627364561,0.461377500517678,0.480560583845461
max,0.707500923482031,0.86051587367786,0.863107837831045,0.907168012794206,0.747625106156086
mean,0.390491941765435,0.498984045173638,0.509068359536596,0.395181217018128,0.40445552957014
Std Dev,0.195024532564007,0.191281468775938,0.168133195842988,0.150369570523755,0.114271353728293

Left Forehead_Sohaib_Sohaib_Guinee4
min,0.152266992672324,0.15012547308439,0.226931787408225,0.38856403916092,0.358362135685698
Q1,0.441637089783373,0.467360744944997,0.423807601394903,0.460346148348013,0.409486940523961
Q2,0.536744767551933,0.558566510994834,0.51513447809541,0.497555064088796,0.436377794452071
Q3,0.61908601954252,0.655116305339889,0.586308962227335,0.525936398130992,0.479577009826596
max,0.807448536819812,0.841119002920267,0.719045180894526,0.584777399724712,0.585959732821305
mean,0.521870653775107,0.549586584907242,0.508943923993343,0.492831564396468,0.441919469252413
Std Dev,0.151758052342319,0.148507176024026,0.112547806619058,0.0479751042827174,0.0465498229765348

Right Forehead_Sohaib_Sohaib_Guinee4
min,0.112319624496861,0.122947502543139,0.0449112717039998,0,0
Q1,0.302589515803343,0.356057419323133,0.31202838186035,0.125085975311243,0.0862572580273336
Q2,0.448623252376199,0.485573970594533,0.401308748514595,0.17202282846117,0.123248889358215
Q3,0.570187533094945,0.634943288824955,0.482647217643189,0.24052644752178,0.162228832550765
max,0.847477957292641,0.803415542045606,0.795081489464815,0.312908534071472,0.469688905034364
mean,0.432849150600281,0.478402677108663,0.401494801195231,0.17307123456099,0.129780976847934
Std Dev,0.178629621272578,0.168206464815975,0.150409046192937,0.0771945668204469,0.076129538707247

Right Ear_Sohaib_Sohaib_Guinee4
min,0.00504715698859681,0.149775626003888,0.0995754696946688,0.0559626112364734,0.114228503671402
Q1,0.20639954854826,0.32047031754731,0.398320982934403,0.214683479828264,0.274312796205227
Q2,0.342182328956993,0.471694980507176,0.550499949676995,0.280625007958035,0.311978392960457
Q3,0.572529255933108,0.646311369771732,0.663656421755611,0.332239582886477,0.368443879357977
max,0.761540235002918,0.860221315781743,0.842823433005526,0.689073874951594,0.973833082475285
mean,0.379174142017735,0.485951405673578,0.525466241630249,0.284063297573218,0.329527806186254
Std Dev,0.216007807346826,0.199995470389875,0.196318884909727,0.0955984253535666,0.132803612006936

