,delta ,theta ,alpha ,beta ,gamma
Right Ear_Sohaib_Sohaib_Chine3
min,-0.46446207,-0.1143499,0.05433976,-0.33056316,-0.50921005
Q1,0.06766533,0.09635259,0.5181556,0.019629035,-0.37079048
Q2,0.39372247,0.28184187,0.77972496,0.06289235,-0.2621006
Q3,0.7584205,0.48141962,0.9540422,0.13071616,-0.19916925
max,1.701025,1.3027703,1.3740841,1.3646307,1.5511333
mean,0.492767221147541,0.40458805147541,0.720807550327869,0.12122431584918,-0.195985847540984
Std Dev,0.557394875229223,0.389348954214155,0.341184500218264,0.266733679444483,0.37177749751836

Left Ear_Sohaib_Sohaib_Chine4
min,-0.049371,-0.00192399,0.07568596,-0.07254726,-0.57200915
Q1,0.32184878,0.34974107,0.5452974,0.12765637,-0.23687989
Q2,0.9596026,0.5209571,0.66668004,0.21733494,-0.11997506
Q3,1.2488726,0.8322769,0.8449214,0.31323308,0.07842468
max,1.6050413,1.2816517,1.1283097,1.0964843,1.581257
mean,0.857709315573771,0.591458082786885,0.659145924590164,0.252249971262295,0.00748718560655738
Std Dev,0.509780837291894,0.344163513985151,0.241105173588541,0.212779676918421,0.389543853622819

Left Forehead_Sohaib_Sohaib_Chine4
min,0.1210506,-0.27727452,-0.3391667,-0.08095353,-0.2788455
Q1,0.801362,0.007453441,0.033617873,0.09523574,-0.16348846
Q2,1.2546943,0.46797997,0.45294398,0.15445304,-0.12359304
Q3,1.606751,0.91985273,0.79666346,0.21002358,-0.03628618
max,2.412576,1.3726071,1.2417028,0.5121885,0.51676416
mean,1.18286072622951,0.474165790147541,0.437439838098361,0.159139397704918,-0.0863385034426229
Std Dev,0.528293409847284,0.478903807087713,0.400183301871676,0.12057470483372,0.153101267029067

Right Forehead_Sohaib_Sohaib_Chine4
min,-0.10525134,-0.25480023,0.003699568,-0.24105759,-0.836254
Q1,0.58176273,0.13750838,0.290804,-0.07473814,-0.63244915
