,delta ,theta ,alpha ,beta ,gamma
max,0.956835187125689,0.947838758345407,0.547675904373159,0.710297609659637,0.809291378694143
mean,0.415419976889655,0.427468689440415,0.336582652636978,0.483896144776226,0.499961352879753
Std Dev,0.206921390150829,0.182221712594953,0.0977125609498536,0.105688032266365,0.12202293661581

Right Forehead_Halima_Halima_Guinee3
min,0,0.072807002408575,0.00838202901158653,0,0
Q1,0.227740973469976,0.206976205100569,0.165801589164093,0.157668012641505,0.187173161083803
Q2,0.273529450113695,0.275633782747779,0.207417026059111,0.233360313870692,0.239690211280919
Q3,0.411968787342866,0.37856960449037,0.287323250805571,0.279097037386192,0.280259308005658
max,0.907311509397441,0.945647736605393,0.592090509722538,0.409537986499079,0.485496907641113
mean,0.374317351334291,0.350790141299135,0.241234534829763,0.219963434246308,0.238415131698225
Std Dev,0.232967047532392,0.233070082614808,0.129298306099847,0.088294679581922,0.0865466047966494

Right Ear_Halima_Halima_Guinee3
min,0.360289371027254,0.392631868058402,0.384675868202252,0.362983588430619,0.304639146431009
Q1,0.407768287991596,0.508631176477311,0.55221523286369,0.510736455565281,0.437926330022577
Q2,0.45392525819547,0.574310758820935,0.664821490460298,0.572442653042887,0.535520778404356
Q3,0.504070278292071,0.642741630961969,0.757153750748074,0.682285097416735,0.701826992830254
max,0.748831032444046,0.902709870832934,0.966251459962834,0.950528939117312,0.958039695889106
mean,0.47051621796926,0.585739006106913,0.66662587626405,0.603557005636052,0.5709656721706
Std Dev,0.0812668623552926,0.106504513495007,0.137589099138118,0.143685310700978,0.166153982349752

Left Ear_Halima_Halima_Guinee4
min,0.334915190044267,0.363848714959638,0.344892407663573,0.420637409135926,0.324766256292817
Q1,0.447305909603484,0.594227635601546,0.607287372432498,0.562036579648225,0.53614556614507
Q2,0.509672618200865,0.64954855711658,0.690541218823266,0.667290836578284,0.633482222832978
Q3,0.576846532219804,0.724955799839875,0.77343629629985,0.737754360833703,0.769932093983189
max,0.878661029501732,0.984820960061236,0.96873864971095,1,0.971369836040878
mean,0.53582821711696,0.671887423802318,0.696123617632808,0.659173921247145,0.660074520649101
Std Dev,0.12679314078334,0.12756307479271,0.138292534006947,0.124967603541298,0.158675568158235

Left Forehead_Halima_Halima_Guinee4
min,0.128894712460725,0.0859750867532258,0.0800698735623986,0.310460947085981,0.470725817386906
Q1,0.312389242549343,0.274400609864024,0.257962548118373,0.564133413535876,0.600771580819385
Q2,0.517684984634708,0.432825579383399,0.322901442852494,0.637214030465895,0.667531953187004
Q3,0.820484536950332,0.704159219071152,0.378298992100352,0.700842669775188,0.710122068038344
max,1,0.94902025350295,0.571563797600048,0.904939879960098,0.859361814834301
mean,0.555285106277472,0.481513185146397,0.328029469058618,0.624018215530075,0.646206013545055
Std Dev,0.255902878308068,0.238955107499376,0.106235952071863,0.125135040288877,0.0873677500572955

Right Forehead_Halima_Halima_Guinee4
min,0.130952277445176,0.136234723116252,0.0245374184517818,0.203401684127715,0.131829445656143
Q1,0.297679272012479,0.237418992850176,0.154331644882292,0.419727186283031,0.375749690219425
Q2,0.506065109781746,0.36275911950854,0.229368213058461,0.486047872515659,0.441198932830498
Q3,0.677382512846897,0.663633871181196,0.308643483044281,0.549741165474834,0.498470798629189
max,0.917554300556894,0.879665508103594,0.640069329239322,0.706802856591697,0.768606082129764
mean,0.507842142009536,0.438238627197358,0.251275692051134,0.479666819112731,0.439748707700652
Std Dev,0.245508137704631,0.231088858406463,0.127548708045571,0.109921973567829,0.121478377304384

Right Ear_Halima_Halima_Guinee4
min,0.265308830977818,0.422421451246203,0.468918476349514,0.406327610748493,0.344943095520741
Q1,0.412385205849655,0.509972136413223,0.541524743391674,0.552172174128325,0.538254959029077
Q2,0.481377059632148,0.586596830156254,0.621997349355903,0.639912293654768,0.637098482261081
Q3,0.566424499368438,0.68019155785657,0.714008136768776,0.72215025517209,0.752678707349943
max,0.940368990069584,0.939338206497058,0.882855664059429,0.898998117526287,1
mean,0.506658603533402,0.611316229010816,0.638003574055823,0.646789970715547,0.64751032255137
Std Dev,0.140594532885945,0.124445743138409,0.11641909897068,0.118695336249149,0.147139460355606

