,delta ,theta ,alpha ,beta ,gamma
max,0.899692245139128,0.821358807011382,0.611884003844326,0.852450414111344,0.92644745567282
mean,0.406685121147396,0.365063654360556,0.334826492602481,0.633495124061584,0.660582561711517
Std Dev,0.20871064900336,0.169568387905446,0.122848923175649,0.103008707175321,0.106443459509251

Right Forehead_Halima_Halima_Vietnam3
min,0.087379610599774,0,0,0.279892971883312,0.257734580941465
Q1,0.213675161026174,0.206279229293337,0.194685321278297,0.398285872990216,0.384083180842416
Q2,0.285142109396713,0.270068777986517,0.264514967928538,0.453571009561645,0.432324913573349
Q3,0.419790349605636,0.368892671053104,0.373912847635553,0.501448309009203,0.48920820183358
max,0.881062312742288,0.818541752157207,0.529945699752509,0.643586229913309,0.655708733197087
mean,0.367581817418877,0.33059377941093,0.280129692539037,0.449718930133928,0.436753478019996
Std Dev,0.219124672998898,0.194955654255387,0.117432357969064,0.072007973892846,0.0753829150778032

Right Ear_Halima_Halima_Vietnam3
min,0.293554825417653,0.335873571009127,0.318044647835626,0.438686648310568,0.386586464996332
Q1,0.387508987524734,0.470198926899538,0.583639258206694,0.544736537057639,0.493073534779597
Q2,0.4610041135984,0.530841805457575,0.655826438664734,0.584663350985355,0.55484591201061
Q3,0.560661490274576,0.600045138429782,0.777331802591399,0.636296136921431,0.616557273273607
max,0.794438206227485,0.914357600951162,0.98056078087138,0.927041479751222,0.981012783982675
mean,0.478441056717827,0.544243716770998,0.675195270848133,0.595664182416858,0.560960504400293
Std Dev,0.113911397905901,0.10764768366767,0.146785111125888,0.0824036243459975,0.0999393671587193

Left Ear_Halima_Halima_Vietnam4
min,0.27291535426786,0.399654491826679,0.38348547681862,0.422702803381381,0.393949976624215
Q1,0.433497197178642,0.551884178344786,0.576921182547021,0.605281215863903,0.54575064867572
Q2,0.490062147405319,0.612791864418289,0.732867914609156,0.647081682015485,0.607435858027495
Q3,0.605873013183891,0.68288037507193,0.800106681509645,0.713765314418796,0.674983614048052
max,1,0.845288742344591,0.958724849773061,0.830661042526139,0.759652175247888
mean,0.533526074387805,0.617844976252903,0.699476199298008,0.657786491269671,0.613343468480441
Std Dev,0.159926026969507,0.0948421843223788,0.133474167477388,0.0922855290330051,0.0859170301350514

Left Forehead_Halima_Halima_Vietnam4
min,0.120546365913624,0.14976399346841,0.133231068535972,0,0
Q1,0.385919290958687,0.351498629097184,0.269769882348282,0.604163640394321,0.638703578268523
Q2,0.582379567997407,0.441265864146474,0.296811422474316,0.707680404430199,0.703241543323008
Q3,0.840163343775942,0.61637907026407,0.361903444589451,0.781465345914386,0.831713596400309
max,0.971753138476625,0.866985258719311,0.646964461510031,0.900648112443574,0.950397592612893
mean,0.600374543700777,0.468615093637202,0.3231470363238,0.640174120298484,0.661493956459985
Std Dev,0.259493903479738,0.188291896524383,0.095919655362927,0.23657853971112,0.260180558939648

Right Forehead_Halima_Halima_Vietnam4
min,0,0.113042582752678,0.12233579993893,0.109785099225505,0.130492156685911
Q1,0.294053475353602,0.237403745725171,0.235452108699451,0.483335096744556,0.42119803978891
Q2,0.587417405696179,0.471398267410716,0.304385117574835,0.535003736172658,0.506337521084785
Q3,0.781351554636641,0.688453127342542,0.384042492428567,0.610455285621173,0.597110526394954
max,0.947218683720787,0.879000994319486,0.664944469036425,0.782335872914716,0.896059553813113
mean,0.563130438383992,0.459615928857739,0.322151200053203,0.518381704151321,0.505477989016749
Std Dev,0.287729726985768,0.23449110355105,0.113195929519472,0.167273816047818,0.178633250785945

Right Ear_Halima_Halima_Vietnam4
min,0.202727247741519,0.375195494584211,0.476930404053413,0.553167304859995,0.512245748488435
Q1,0.414003225778324,0.498165490747808,0.564636328176941,0.643338731958556,0.63225089592734
Q2,0.462453582068388,0.548558305012133,0.66558525287147,0.668718088065658,0.69463276743486
Q3,0.542826137616654,0.620835779268904,0.796056731985566,0.747335771253738,0.756717652267723
max,0.860225146715425,1,0.98717956578096,0.903259342284018,0.819015837659334
mean,0.503989230630229,0.577722689289803,0.689033134271922,0.700004458530056,0.675648356107908
Std Dev,0.15767470403281,0.124390150461175,0.137372275230943,0.0826074831572411,0.0874095078830567

