,delta ,theta ,alpha ,beta ,gamma
Q1,0.016906159,0.13467616,0.8314033,0.6745921,0.3617975
Q2,0.15886055,0.28351343,1.0746043,0.7433336,0.5080046
Q3,0.31308007,0.43858543,1.2740186,0.8656995,0.7571494
max,1.0658345,1.0277025,1.7256167,1.1645266,1.1409839
mean,0.209885554032787,0.309411114885246,1.07850131639344,0.777995390163934,0.561104906557377
Std Dev,0.249933821547891,0.241351124133842,0.297157611074868,0.160067289661398,0.248916739790128

Left Ear_Halima_Halima_Guinee4
min,-0.20715138,-0.19341707,0.3836385,0.5742206,0.1922714
Q1,0.13850294,0.3286472975,0.950345175,0.7317411,0.5089406
Q2,0.3303099,0.454010685,1.1301524,0.8489957,0.6547615
Q3,0.5369012775,0.62489192,1.309184775,0.927492975,0.85917825
max,1.4651228,1.2137754,1.7309884,1.219638,1.1609539
mean,0.410750667645161,0.50463305216129,1.14220896774194,0.839953351612903,0.69459965483871
Std Dev,0.38994853872288,0.289072176275734,0.298676852253695,0.139215522427092,0.237713261829341

Left Forehead_Halima_Halima_Guinee4
min,-0.84076124,-0.82310975,-0.18831111,0.4514826,0.4109347
Q1,-0.2764292625,-0.3961164675,0.1958920175,0.734077,0.6057574
Q2,0.354951695,-0.0371077905,0.336143585,0.81548975,0.7057717
Q3,1.286202725,0.577764545,0.4557882625,0.886372875,0.769576325
max,1.8382972,1.132647,0.8731913,1.1137398,0.9931537
mean,0.47058975238871,0.0732237625645161,0.347218822983871,0.800789441935484,0.673823122580645
Std Dev,0.787021701920977,0.541498964879094,0.229442753282721,0.139402049123829,0.13088639344968

Right Forehead_Halima_Halima_Guinee4
min,-0.83443326,-0.7092158,-0.30824715,0.3322172,-0.09676893
Q1,-0.32166934,-0.4799209425,-0.02792449,0.5732066,0.26865013
Q2,0.319215115,-0.195886215,0.134135495,0.6470887,0.366700215
Q3,0.8460967,0.48592958,0.3053500025,0.71804385,0.4524997
max,1.5847379,0.9754814,1.0211459,0.8930126,0.85719174
mean,0.32468032483871,-0.024841219516129,0.181450101774194,0.639980124193548,0.36452762
Std Dev,0.755052985918902,0.523673165774529,0.275472908943608,0.12245449654802,0.181987823619851

Right Ear_Halima_Halima_Guinee4
min,-0.42122367,-0.060684707,0.6515034,0.5582793,0.2224985
Q1,0.03110535275,0.137714925,0.80831455,0.720752025,0.5121007
Q2,0.24328775,0.31135504,0.982115,0.81849565,0.66017905
Q3,0.504848625,0.5234511475,1.180835,0.9101098,0.8333308
max,1.6549038,1.1107064,1.5455029,1.1071206,1.203845
mean,0.321040387406452,0.36737195896129,1.01668439193548,0.826157470967742,0.675777119354839
Std Dev,0.432394310233098,0.282007954541144,0.251435771804044,0.13222813575139,0.220430917443195

