TimeStamp,Delta_TP9,Delta_AF7,Delta_AF8,Delta_TP10,Theta_TP9,Theta_AF7,Theta_AF8,Theta_TP10,Alpha_TP9,Alpha_AF7,Alpha_AF8,Alpha_TP10,Beta_TP9,Beta_AF7,Beta_AF8,Beta_TP10,Gamma_TP9,Gamma_AF7,Gamma_AF8,Gamma_TP10,RAW_TP9,RAW_AF7,RAW_AF8,RAW_TP10,AUX_RIGHT,Accelerometer_X,Accelerometer_Y,Accelerometer_Z,Gyro_X,Gyro_Y,Gyro_Z,HeadBandOn,HSI_TP9,HSI_AF7,HSI_AF8,HSI_TP10,Battery
2019-05-13 15:39:20.152,1.1832778,1.4751078,1.2944183,1.1019034,0.98173404,0.37521347,0.6866356,1.3304756,1.167919,0.4530739,0.8983061,1.1198702,0.96808213,0.6990868,0.63779205,1.2382257,0.8958816,0.3978008,0.29647526,0.43631366,850.18317,846.9597,850.989,780.07324,847.3626,0.0946044921875,0.15478515625,0.980712890625,-0.9271240234375,4.35150146484375,4.299163818359375,1,1.0,1.0,1.0,1.0,47.44
2019-05-13 15:39:21.186,0.48255545,0.65422684,0.9103817,0.99117064,0.65322983,0.1620132,0.2989248,1.2327217,0.5528094,0.46468148,0.43535113,1.3916237,0.77848506,0.4812482,0.53356487,0.9454799,1.0569679,0.6543753,0.4438814,1.0292262,826.4103,873.5531,846.9597,895.31134,877.98535,0.09326171875,0.15509033203125,0.97235107421875,-1.1962890625,3.895416259765625,4.329071044921875,1,1.0,1.0,1.0,1.0,47.44
2019-05-13 15:39:22.192,0.1974496,0.32648158,-0.122752294,0.9441252,0.47274208,0.12897147,-0.38064238,1.3585066,1.0347444,0.50251627,0.399891,1.5632195,0.8707523,0.59334373,0.34227395,0.8850112,1.0289801,0.64605236,0.39055583,0.95588076,839.707,859.45056,864.2857,852.1978,866.7033,0.09423828125,0.15460205078125,0.97821044921875,-1.472930908203125,4.134674072265625,4.366455078125,1,1.0,1.0,1.0,1.0,47.44
2019-05-13 15:39:23.205,0.187429,0.35426193,-0.10863683,0.9106779,0.37734237,0.22394283,-0.3504696,1.5065002,1.0808109,0.42589587,0.34260637,1.5052463,0.9548983,0.87416035,0.42262933,0.83213353,1.0829864,0.7878317,0.25892195,0.90768534,857.03296,870.32965,855.0183,842.52747,856.63007,0.084716796875,0.15826416015625,0.9798583984375,-1.33087158203125,5.570220947265625,3.60382080078125,1,1.0,1.0,1.0,1.0,47.44
2019-05-13 15:39:24.215,0.23065569,-0.02396709,-0.5831287,0.9106779,0.48185274,-0.2613547,-0.50070477,1.5065002,0.81139714,0.34418616,0.25909278,1.5052463,0.9452743,0.8351435,0.47579032,0.83213353,1.060996,0.6770039,0.29860276,0.90768534,862.674,859.45056,859.0476,853.00366,841.31866,0.0914306640625,0.1510009765625,0.97698974609375,-1.4056396484375,4.3365478515625,3.985137939453125,1,1.0,1.0,1.0,1.0,47.41
2019-05-13 15:39:25.234,0.6498084,0.40031645,0.036496323,1.2655661,0.5522881,0.0071362704,-0.08456712,1.5809294,0.7585807,0.5865376,0.33307567,1.2255489,0.873981,0.5014982,0.44221455,0.8509869,0.8696882,0.67101675,0.30402,0.7732794,728.0952,828.4249,868.71796,811.9048,817.1429,0.0924072265625,0.1488037109375,0.9691162109375,-2.071075439453125,2.265472412109375,4.38140869140625,1,1.0,1.0,1.0,1.0,47.41
2019-05-13 15:39:26.246,1.2634386,1.0948366,0.8342709,1.2655661,0.53282773,0.25384513,0.07784809,1.5809294,0.841987,0.56703436,0.27143586,1.2255489,0.9235772,0.45373783,0.29546556,0.8509869,0.8167807,0.44327423,0.17684336,0.7732794,851.39197,838.0952,848.97437,866.30035,839.304,0.14862060546875,0.16497802734375,0.9700927734375,-2.61688232421875,5.66741943359375,2.011260986328125,1,1.0,1.0,1.0,1.0,47.41
2019-05-13 15:39:26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2019-05-13 15:39:27.260,1.5217903,1.4913179,1.4804509,1.2655661,0.41463047,0.63774174,0.5982392,1.5809294,0.80891657,0.3308431,0.34407464,1.2255489,0.9240105,0.29872456,0.062066354,0.8509869,0.86700964,0.27982262,0.16183071,0.7732794,826.4103,857.8388,843.73627,842.9304,902.5641,0.17340087890625,0.15313720703125,0.9573974609375,-1.33087158203125,2.9010009765625,4.523468017578125,1,1.0,1.0,1.0,1.0,47.41
2019-05-13 15:39:28.268,0.5378548,0.42910123,1.1263931,1.2655661,0.46554133,0.173544,0.2973682,1.5809294,0.90234804,0.16394575,0.049117528,1.2255489,0.8156354,0.32954437,0.06474371,0.8509869,1.1907967,0.36831582,0.3033398,0.7732794,808.2784,834.0659,853.4066,819.15753,838.49817,0.17608642578125,0.1552734375,0.97369384765625,-0.874786376953125,4.149627685546875,4.0673828125,1,1.0,1.0,1.0,1.0,47.41
